,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
12954,201711011230,8.940,263.740,25.750,262.860,-1.860,475.640,9.200,-2197.880,268.767,-3099.530,-1446.100,314.251,624.301,842.049,984.964,1224.360,176.719,719.308,1811.410,281.149,444.359,574.734,664.936,-16.474,19.157,-80.521,53.849,46.505,60.081,72.310,81.532,-3.602,48.169,-190.000,140.265,105.046,140.582,173.127,197.524,-91.359,44.764,-256.924,106.310,113.171,149.919,187.159,216.173,204.222,39.673,117.816,332.942,34.076,76.535,104.811,123.684,-12.707,77.165,-256.098,236.184,190.109,235.827,266.710,294.056,14.774,78.986,-229.065,242.788,194.428,239.919,269.656,294.763,-22.784,105.445,-250.967,195.823,244.842,286.446,305.553,318.658,-366.279,50.886,-565.110,-193.653,100.316,148.928,187.090,215.679,2017-11-01 12:30:00,"[8, 9)"
12955,201711011240,8.280,263.430,25.160,262.860,-1.920,387.460,8.700,-1960.890,336.885,-2744.970,-1061.350,316.631,617.713,834.035,980.773,1080.820,187.596,609.407,1629.480,253.692,400.578,524.700,613.472,-10.492,19.838,-82.079,52.978,47.145,60.484,72.004,80.991,-5.354,49.798,-155.805,207.656,108.820,148.463,185.940,215.450,-88.496,45.117,-265.668,84.878,109.372,144.697,177.346,203.238,173.142,34.497,98.556,269.193,28.923,60.615,82.897,98.139,-11.579,76.495,-203.196,220.449,185.842,230.056,256.325,276.077,15.091,77.665,-237.802,222.577,189.933,236.632,266.555,290.923,-11.741,105.604,-238.252,217.595,236.096,276.514,294.727,307.469,-328.198,60.886,-496.487,-164.167,100.227,144.046,179.317,205.410,2017-11-01 12:40:00,"[8, 9)"
12956,201711011250,8.470,264.230,24.570,262.860,-1.830,350.250,8.520,-1802.800,378.957,-3016.570,-908.520,332.927,714.478,1004.160,1199.840,1002.530,216.720,461.944,1877.450,267.875,483.823,670.773,801.387,-9.085,19.624,-99.549,56.017,44.417,60.668,77.353,90.391,-1.822,46.041,-148.560,168.446,98.427,133.172,164.666,188.332,-94.533,41.324,-245.859,130.468,101.513,142.074,183.551,215.939,161.706,41.230,76.894,303.956,31.020,76.977,109.414,130.750,-11.437,77.755,-222.971,193.145,187.018,230.414,255.173,273.784,14.017,79.221,-198.643,213.997,189.891,233.875,258.236,275.941,-6.645,104.672,-224.996,189.736,230.754,270.450,287.181,297.683,-303.064,64.197,-540.359,-133.028,94.776,148.174,195.515,230.988,2017-11-01 12:50:00,"[8, 9)"
12957,201711011300,8.290,262.790,24.330,262.860,-1.850,299.900,8.320,-1671.110,356.506,-2802.360,-727.145,371.257,771.734,1043.070,1222.680,932.679,213.621,342.754,1738.040,294.911,538.082,721.800,843.889,-13.381,20.912,-135.513,59.676,50.056,72.067,94.203,111.086,13.326,47.256,-175.699,228.794,109.569,157.156,201.333,234.659,-85.905,48.515,-240.046,154.518,110.037,154.765,199.221,232.400,143.231,34.029,57.634,278.975,35.813,83.033,113.611,133.381,-9.350,75.717,-243.754,208.660,184.939,230.773,259.125,281.584,14.683,77.152,-206.302,236.993,187.485,234.943,264.983,288.369,-0.210,103.019,-217.994,195.592,225.595,264.921,281.970,293.356,-281.430,63.992,-588.661,-90.776,109.032,181.426,240.424,282.974,2017-11-01 13:00:00,"[8, 9)"
12958,201711011310,8.390,262.670,24.670,264.490,-1.760,402.840,8.640,-1915.080,430.136,-2952.940,-601.624,365.099,798.440,1113.800,1328.150,1127.480,242.863,409.315,1946.080,349.348,568.752,753.841,884.219,-7.304,21.804,-80.988,69.087,46.148,62.114,77.348,88.801,-4.163,47.998,-176.791,204.986,103.710,145.288,185.868,217.561,-92.482,44.560,-222.319,86.627,105.770,140.508,171.165,193.557,182.373,47.684,70.494,310.707,34.005,78.832,111.051,133.639,-12.020,78.105,-226.249,186.049,189.141,233.311,258.056,276.081,13.861,79.466,-212.338,219.103,193.071,239.995,267.525,288.126,-13.079,105.689,-239.308,196.559,235.564,277.417,296.398,309.342,-323.047,69.737,-546.970,-84.543,102.250,167.622,224.385,264.822,2017-11-01 13:10:00,"[8, 9)"
12959,201711011320,9.160,264.000,25.760,262.130,-1.730,470.080,9.440,-2182.540,350.453,-3122.650,-1107.500,392.588,773.593,1027.800,1194.970,1161.420,237.752,527.368,2043.080,360.123,576.914,761.562,891.002,-16.123,22.093,-92.203,61.246,49.824,66.650,81.430,92.518,3.836,52.153,-236.279,190.285,114.141,162.338,210.505,247.027,-95.150,51.474,-261.120,143.578,117.634,167.793,212.966,245.676,202.080,50.718,109.463,369.159,39.798,90.703,124.227,147.068,-10.954,82.488,-252.691,219.236,203.301,255.344,286.739,309.903,15.479,84.438,-227.187,242.782,207.657,260.067,291.396,314.329,-20.396,104.742,-275.088,187.777,243.429,285.590,305.721,320.128,-360.348,58.546,-574.313,-149.785,111.588,171.353,219.701,253.714,2017-11-01 13:20:00,"[9, 10)"
12960,201711011330,8.530,264.660,24.870,267.190,-1.900,420.550,8.570,-1941.470,322.568,-2746.910,-968.878,354.437,687.262,910.832,1058.360,1284.870,223.085,643.048,1950.310,341.214,529.354,680.403,786.465,-0.848,17.948,-63.817,67.516,44.054,57.723,71.436,81.596,-12.083,43.134,-175.826,129.870,100.339,130.203,159.137,181.567,-81.086,46.265,-232.796,109.071,104.571,141.670,175.679,201.274,188.521,32.514,112.702,296.558,32.707,69.496,93.511,109.570,-10.364,71.046,-228.252,233.869,176.295,224.713,256.543,282.155,14.118,72.342,-195.183,220.682,178.390,227.041,256.794,278.449,-16.802,106.708,-243.978,179.162,240.636,282.221,300.342,312.003,-337.094,62.184,-500.189,-150.879,102.988,148.834,185.634,212.496,2017-11-01 13:30:00,"[8, 9)"
12961,201711011340,8.970,266.310,25.390,264.860,-1.870,402.670,9.150,-1961.160,367.006,-2948.440,-967.340,340.760,684.451,948.325,1129.660,1182.500,226.629,487.844,1894.380,332.055,524.290,683.059,801.297,-10.909,23.009,-95.201,71.097,51.048,68.375,85.081,97.774,7.256,50.698,-157.436,200.652,112.924,151.517,185.971,212.068,-82.711,45.214,-272.815,93.752,117.057,153.593,187.526,214.351,178.302,43.951,73.197,313.512,35.618,82.326,114.035,135.650,-11.912,73.276,-233.184,224.842,185.480,233.666,264.962,289.348,15.111,75.118,-183.907,275.295,187.291,234.607,265.769,290.809,-13.266,104.371,-248.986,192.631,238.869,279.460,297.734,310.191,-335.472,61.566,-520.310,-156.302,104.650,147.745,185.012,214.445,2017-11-01 13:40:00,"[8, 9)"
12962,201711011350,8.700,265.880,24.450,267.530,-1.850,397.650,8.410,-1834.840,362.003,-2651.670,-908.932,346.326,671.849,891.333,1038.370,1253.100,249.838,570.812,1957.320,332.190,539.864,703.132,818.217,-2.817,20.414,-76.135,76.847,49.253,64.070,78.843,90.620,-6.193,48.196,-186.680,152.784,109.528,145.122,178.272,204.050,-76.658,46.799,-256.391,121.162,110.703,151.840,191.671,221.411,182.046,38.610,83.822,300.832,34.559,75.305,103.461,122.952,-11.996,70.147,-267.050,206.347,175.078,223.778,259.232,288.865,12.803,71.450,-213.044,237.899,177.723,226.095,259.786,286.774,-13.628,106.330,-229.316,192.608,236.976,277.918,295.244,306.161,-321.404,68.404,-497.797,-132.490,108.345,158.426,198.533,227.199,2017-11-01 13:50:00,"[8, 9)"
12963,201711011400,9.350,263.710,25.460,266.310,-1.770,472.200,9.230,-2093.030,338.331,-2929.210,-926.726,375.889,721.415,970.720,1141.440,1348.760,271.762,626.228,2301.170,385.576,605.981,812.670,962.832,-9.712,19.733,-78.602,57.443,49.289,62.296,74.281,83.817,-4.536,48.047,-161.673,167.054,111.023,146.827,179.348,204.120,-73.040,50.852,-210.533,156.575,115.515,154.729,192.186,220.199,204.763,47.782,96.074,356.271,37.926,87.305,122.363,146.429,-11.153,69.235,-200.143,191.567,174.256,215.999,241.558,260.798,14.813,70.570,-204.528,202.986,176.608,218.477,243.318,261.993,-21.211,106.086,-264.781,186.425,240.579,281.607,300.233,313.105,-358.601,63.777,-524.523,-155.869,112.777,158.259,191.738,217.084,2017-11-01 14:00:00,"[9, 10)"
12964,201711011410,9.860,263.530,25.880,261.980,-1.630,524.290,9.650,-2321.270,316.076,-3239.470,-1190.760,406.360,749.998,996.732,1167.050,1249.090,224.527,640.159,1921.310,408.945,555.594,668.495,759.392,-22.205,24.305,-117.123,73.642,52.996,74.326,94.905,110.168,0.800,60.551,-204.333,231.162,124.033,178.452,226.754,260.621,-84.708,51.991,-309.319,145.749,124.930,172.421,220.449,258.116,222.554,48.197,122.995,360.739,37.367,79.922,110.486,132.401,-11.626,79.862,-312.094,245.660,203.109,265.226,309.267,344.070,15.319,81.641,-294.715,260.396,205.688,266.980,309.458,342.599,-26.020,105.442,-244.032,191.356,247.865,289.728,308.473,320.753,-378.894,58.989,-555.646,-144.185,119.451,168.155,209.037,240.514,2017-11-01 14:10:00,"[9, 10)"
12965,201711011420,10.510,263.010,26.030,262.000,-1.390,585.900,10.150,-2441.800,268.130,-3126.230,-1002.640,402.087,786.443,1063.730,1249.320,1316.080,201.080,635.721,1923.680,382.355,539.224,665.990,763.774,-22.382,22.064,-122.366,75.835,54.822,74.167,95.577,112.454,-6.640,53.763,-198.991,202.709,127.039,166.877,206.692,238.053,-83.325,54.854,-234.626,176.400,133.202,171.426,211.757,244.738,244.879,45.222,121.034,362.594,40.687,88.746,120.313,141.383,-11.113,77.808,-240.598,221.374,199.133,246.527,275.839,298.840,15.029,79.668,-209.235,233.056,202.085,250.308,279.410,301.169,-31.451,105.883,-281.419,199.034,253.126,296.106,316.304,330.707,-395.866,52.939,-604.336,-170.545,121.032,173.963,217.032,249.745,2017-11-01 14:20:00,"[10, 11)"
12966,201711011430,10.680,266.980,26.160,262.210,-0.930,654.180,10.940,-2521.340,252.935,-3483.150,-516.415,555.015,1060.740,1446.490,1715.180,1397.800,209.035,445.845,2076.930,464.222,655.969,824.901,956.858,-27.321,21.965,-102.131,42.323,51.291,65.652,78.944,89.067,-0.520,56.348,-178.381,285.414,120.283,168.915,219.168,259.434,-92.988,52.227,-247.853,104.540,126.880,162.496,195.030,220.105,270.966,40.008,160.561,366.954,41.738,85.064,112.151,129.488,-11.569,82.635,-269.403,230.526,207.731,257.983,290.758,317.278,14.801,85.097,-277.085,252.406,213.346,264.684,299.222,329.407,-36.223,104.282,-246.221,183.191,246.850,288.560,307.389,319.648,-409.659,47.284,-556.240,-130.252,115.567,165.911,212.103,248.392,2017-11-01 14:30:00,"[10, 11)"
12967,201711011440,9.850,270.030,26.110,268.210,-1.250,606.130,10.480,-2297.840,267.564,-3356.600,-114.081,611.807,1180.480,1600.310,1892.830,1616.120,217.307,228.106,2338.830,460.127,757.220,1025.540,1218.720,-11.658,19.218,-95.213,60.624,50.881,65.316,79.860,91.563,1.597,48.060,-175.409,169.525,111.619,147.957,181.970,208.187,-87.067,48.890,-291.826,115.772,118.437,161.975,204.873,237.612,253.157,48.131,148.773,368.656,38.855,83.764,112.935,131.867,-11.524,75.658,-251.067,182.453,189.470,233.305,259.544,279.847,14.897,77.947,-184.525,284.223,194.234,241.004,271.284,296.120,-33.301,104.671,-264.229,183.102,249.533,290.938,309.634,322.228,-401.548,47.641,-569.850,-151.878,112.493,168.598,212.931,245.588,2017-11-01 14:40:00,"[9, 10)"
12968,201711011450,10.280,266.520,26.120,268.210,-1.170,622.250,10.260,-2321.380,230.827,-3215.430,-1147.080,446.715,796.533,1042.780,1210.270,1628.420,200.965,972.959,2270.000,384.767,570.167,706.004,800.147,-10.934,24.235,-115.318,80.974,57.206,79.051,98.626,113.724,-5.126,59.416,-231.524,234.965,128.723,186.859,236.993,273.852,-86.344,55.115,-265.395,232.793,134.844,193.499,249.325,291.702,259.307,46.273,125.084,362.178,43.767,89.655,118.550,137.873,-11.297,81.482,-284.331,260.195,208.581,266.286,305.292,335.941,14.820,83.260,-238.794,307.627,210.050,265.153,303.045,334.348,-34.232,106.507,-278.280,208.646,256.254,301.504,324.271,340.968,-404.848,50.207,-619.357,-217.409,124.318,176.629,215.284,243.661,2017-11-01 14:50:00,"[10, 11)"
12969,201711011500,10.120,266.510,26.120,266.830,-1.260,621.410,10.070,-2367.740,192.510,-3077.540,-1364.770,397.089,685.223,888.791,1027.220,1574.920,244.087,795.156,2326.860,406.914,605.993,770.181,891.230,-13.143,22.035,-107.881,76.678,50.195,68.976,89.047,104.720,-8.299,52.706,-243.443,199.681,112.182,163.793,215.110,253.235,-84.920,48.311,-233.850,123.920,116.220,155.785,191.538,218.410,258.673,43.567,162.392,370.665,36.020,76.774,103.422,121.036,-11.550,76.236,-260.448,213.964,190.955,241.091,274.749,301.395,14.919,78.075,-205.074,245.081,193.772,240.458,268.289,289.508,-35.251,106.758,-253.418,186.656,256.641,299.600,318.948,331.608,-406.932,44.920,-557.333,-211.859,110.207,153.406,187.575,213.630,2017-11-01 15:00:00,"[10, 11)"
12970,201711011510,9.680,265.090,26.140,261.760,-1.760,511.470,9.880,-2326.100,249.136,-3185.260,-1301.240,379.318,707.247,944.620,1105.620,1237.450,185.162,697.019,1789.120,332.633,469.754,583.657,668.578,-24.372,22.115,-115.941,53.888,50.103,66.900,83.981,97.384,8.892,53.848,-189.011,201.652,114.463,159.818,202.168,232.904,-82.773,45.869,-252.017,108.822,114.800,150.481,185.017,212.391,215.897,41.134,130.639,348.226,36.158,79.844,109.325,128.976,-10.815,74.451,-225.124,202.376,187.403,233.653,262.255,283.659,15.627,76.694,-198.809,245.383,191.331,236.713,264.707,286.421,-25.809,103.680,-266.395,199.965,245.445,287.585,307.857,322.620,-381.303,48.208,-578.226,-191.321,112.120,161.556,200.924,230.357,2017-11-01 15:10:00,"[9, 10)"
12971,201711011520,9.810,265.540,25.750,266.340,-1.820,472.750,9.340,-2110.220,290.894,-2824.560,-1212.450,335.505,627.705,833.282,968.802,1350.680,222.917,740.979,1968.060,335.806,513.965,656.408,755.853,-9.978,23.605,-106.090,57.807,49.671,68.440,86.092,98.915,0.677,53.212,-178.783,208.733,114.106,161.050,204.231,235.329,-89.129,49.512,-255.308,149.806,117.649,161.520,205.924,240.146,203.893,40.236,116.598,308.856,35.725,75.939,100.789,116.892,-10.555,78.645,-246.277,227.924,195.630,244.540,275.748,300.049,15.418,80.897,-247.448,258.589,200.239,249.617,283.234,312.162,-21.777,104.845,-255.477,187.908,242.645,283.585,301.780,313.819,-365.158,54.295,-547.725,-192.165,108.974,154.720,190.153,216.728,2017-11-01 15:20:00,"[9, 10)"
12972,201711011530,9.030,262.620,25.940,260.000,-1.870,469.350,9.550,-2265.780,298.104,-3143.010,-1029.950,374.804,747.790,1019.360,1205.840,1091.850,178.385,556.469,1689.850,306.477,448.233,570.037,662.300,-22.461,22.579,-109.893,60.014,49.510,66.328,83.438,97.041,-3.415,56.482,-252.294,202.794,112.579,163.140,215.937,256.037,-89.823,46.799,-281.170,111.786,116.221,154.330,193.617,225.472,201.631,47.534,104.851,361.234,36.235,86.843,122.706,146.609,-11.126,79.934,-272.102,272.915,199.877,256.114,295.577,328.102,15.303,81.076,-246.230,268.766,201.683,257.064,294.499,323.817,-21.752,105.688,-253.875,191.356,243.881,284.821,303.402,316.049,-366.641,53.845,-559.243,-171.833,110.362,156.121,194.058,224.125,2017-11-01 15:30:00,"[9, 10)"
12973,201711011540,9.520,261.890,25.950,259.860,-1.780,509.450,9.710,-2364.780,275.084,-3107.710,-1156.180,341.835,663.109,914.185,1092.570,1139.730,169.938,470.508,1636.500,314.828,450.664,566.364,659.460,-26.496,19.468,-108.738,45.399,50.636,65.820,80.495,92.277,-4.087,45.791,-178.107,168.498,113.717,149.299,182.183,207.752,-87.314,46.923,-225.202,78.931,116.545,147.430,174.104,194.503,216.488,36.849,111.379,306.640,33.384,68.119,92.164,109.430,-10.929,74.732,-217.250,192.178,187.477,230.533,255.446,273.856,15.400,76.511,-191.916,218.564,189.895,232.836,257.496,275.648,-25.971,105.437,-237.973,198.998,246.811,287.004,304.273,315.296,-379.390,50.274,-511.768,-158.527,101.959,140.195,174.529,203.079,2017-11-01 15:40:00,"[9, 10)"
12974,201711011550,9.670,264.680,25.920,259.860,-1.810,474.720,9.510,-2267.780,294.203,-3374.810,-1429.020,398.961,735.333,967.346,1128.340,1099.450,178.708,633.968,1732.260,304.270,446.290,565.413,654.808,-25.526,21.684,-101.495,68.761,51.171,69.508,87.129,100.304,-1.387,54.210,-296.636,188.304,118.592,177.857,237.751,281.039,-89.598,45.887,-287.840,96.332,119.665,154.743,191.632,221.757,203.561,47.626,107.033,366.942,39.001,90.740,126.242,149.927,-10.459,78.322,-259.482,243.806,197.330,250.090,285.889,314.064,15.593,80.217,-278.014,285.327,201.431,257.405,298.837,333.912,-21.831,105.271,-252.617,185.125,246.819,288.373,307.143,319.649,-366.829,52.660,-551.566,-161.564,110.594,161.673,202.385,232.045,2017-11-01 15:50:00,"[9, 10)"
12975,201711011600,9.130,266.600,25.700,264.590,-1.930,458.180,9.300,-2128.320,311.190,-2837.750,-967.752,328.423,657.831,897.444,1062.800,1272.530,203.849,589.387,1800.470,286.659,448.953,587.255,689.630,-13.955,22.133,-93.553,61.675,47.070,62.205,76.760,88.564,0.998,52.378,-168.272,193.474,109.013,147.607,182.357,209.098,-86.751,43.866,-224.681,72.196,108.608,139.005,167.529,189.096,198.383,32.319,114.072,288.273,31.356,65.578,87.743,102.560,-11.161,75.745,-226.244,183.101,186.772,230.663,255.951,274.358,15.204,77.226,-188.093,226.444,189.022,233.028,258.654,277.720,-21.293,104.875,-226.212,178.118,240.361,280.017,296.918,307.490,-361.182,57.842,-508.015,-137.030,100.608,140.796,177.812,208.747,2017-11-01 16:00:00,"[9, 10)"
12976,201711011610,8.460,262.960,24.720,265.280,-1.900,361.030,8.560,-1817.350,375.451,-2814.630,-694.412,319.015,684.683,974.125,1177.240,1117.760,234.862,387.747,1811.820,282.404,484.425,663.636,794.498,-8.471,18.771,-71.904,75.562,42.568,57.796,73.308,85.530,1.783,44.580,-204.731,144.114,99.374,137.743,175.132,204.375,-83.078,42.765,-224.914,98.516,101.585,135.210,165.812,189.689,165.539,40.997,71.960,285.763,30.884,70.528,99.069,119.069,-9.862,71.006,-191.809,186.506,173.750,215.415,239.231,256.517,14.346,72.334,-183.119,225.999,175.466,217.605,242.479,261.671,-8.873,105.041,-221.947,191.902,232.844,272.919,290.060,300.921,-312.097,67.038,-530.434,-125.668,95.846,145.178,190.595,226.257,2017-11-01 16:10:00,"[8, 9)"
12977,201711011620,9.440,263.120,26.120,260.980,-1.790,522.170,9.820,-2375.050,207.985,-2936.260,-1608.440,299.746,519.648,679.980,790.235,1215.970,204.601,522.311,1872.810,293.550,480.653,650.047,771.806,-23.673,20.807,-118.408,55.328,48.291,65.266,84.046,99.058,5.201,46.978,-165.185,191.864,109.802,144.364,178.000,205.663,-87.406,48.255,-246.005,104.120,113.917,153.227,189.264,215.670,220.502,34.704,113.167,308.416,32.729,68.197,92.554,109.779,-11.302,75.597,-221.392,204.165,189.416,236.706,264.878,285.225,15.302,77.385,-195.213,235.075,191.384,236.895,263.453,283.099,-27.776,103.850,-239.937,172.605,243.719,283.000,299.574,309.789,-386.121,42.809,-527.265,-235.843,99.716,132.989,157.929,177.129,2017-11-01 16:20:00,"[9, 10)"
12978,201711011630,9.030,265.990,25.800,264.490,-1.900,477.990,9.350,-2187.540,267.171,-2818.720,-1179.100,289.366,566.778,778.509,924.528,1299.090,180.989,694.749,1914.190,283.264,456.970,606.926,711.822,-15.215,20.359,-86.141,58.157,45.889,60.405,74.477,85.640,0.492,49.722,-202.670,163.696,108.404,147.380,183.934,212.472,-90.299,42.938,-230.447,77.546,109.984,142.205,170.351,191.329,205.470,33.639,128.196,310.502,29.297,62.661,86.096,102.399,-10.938,76.586,-219.846,215.278,189.029,233.492,260.445,281.155,15.300,78.161,-178.927,235.683,191.424,235.115,259.976,278.099,-23.524,104.515,-244.927,193.759,241.127,281.470,299.436,311.426,-370.195,51.400,-514.948,-180.520,99.069,138.917,173.610,200.304,2017-11-01 16:30:00,"[9, 10)"
12979,201711011640,8.780,263.710,25.750,264.480,-1.840,472.450,9.210,-2161.370,299.029,-2961.020,-1134.090,333.235,658.651,896.806,1056.880,1272.640,198.858,602.286,1885.090,307.942,478.531,626.892,735.075,-7.888,19.671,-82.067,62.403,48.532,63.401,76.387,86.276,-18.833,47.714,-186.003,146.283,113.605,152.226,183.162,205.520,-91.183,46.894,-241.448,97.836,116.146,152.097,184.321,208.653,203.530,38.631,106.869,311.795,34.566,74.460,100.661,118.361,-10.797,79.013,-221.542,217.036,194.200,237.848,262.613,281.044,15.129,80.091,-214.358,221.192,196.457,242.064,269.139,289.586,-21.956,108.045,-240.127,190.632,249.271,290.414,308.045,319.118,-365.154,56.798,-520.726,-177.827,103.755,145.016,178.605,204.667,2017-11-01 16:40:00,"[8, 9)"
12980,201711011650,9.620,263.950,25.670,264.490,-1.830,487.760,9.390,-2184.310,292.206,-2972.480,-1225.340,354.750,669.081,882.593,1025.440,1310.810,199.167,676.793,1890.040,306.325,488.722,632.327,731.824,-13.572,20.638,-91.230,50.890,51.080,64.591,77.002,86.880,-5.747,49.253,-169.548,202.009,117.102,153.228,188.507,216.778,-77.211,49.680,-228.258,122.445,122.294,159.299,191.987,216.627,210.376,40.730,123.098,343.076,36.685,79.431,107.487,126.421,-12.033,71.447,-215.027,186.332,181.205,224.629,250.292,269.162,14.652,72.843,-190.196,225.536,183.618,228.350,255.601,276.232,-24.457,106.540,-245.764,194.904,249.134,290.979,309.374,321.285,-368.962,56.394,-548.375,-154.520,114.434,166.080,209.481,241.168,2017-11-01 16:50:00,"[9, 10)"
12981,201711011700,8.340,266.180,25.190,264.490,-1.940,395.150,8.750,-1937.220,259.307,-2590.090,-1236.490,306.893,557.732,720.307,825.708,1150.430,173.025,682.261,1728.230,289.128,444.998,565.954,649.631,-8.116,21.445,-97.952,62.622,45.800,63.822,82.125,95.594,-2.343,50.502,-175.776,201.020,106.061,150.603,193.879,225.074,-96.708,48.925,-264.805,74.187,109.416,143.451,175.654,200.624,177.600,32.349,81.398,277.016,32.483,68.452,93.024,110.229,-11.060,82.441,-238.422,237.893,200.932,255.321,289.082,313.712,14.633,83.891,-227.009,258.799,205.200,259.981,295.236,321.791,-13.868,104.979,-219.448,214.865,236.387,276.481,294.020,305.614,-331.902,51.078,-493.628,-169.174,99.484,138.873,169.087,192.287,2017-11-01 17:00:00,"[8, 9)"
12982,201711011710,8.940,262.070,24.960,260.130,-1.980,382.890,8.640,-2002.670,352.655,-2744.350,-897.481,309.837,639.294,873.283,1037.280,973.801,167.572,522.724,1520.610,242.455,368.864,480.107,564.596,-16.653,22.125,-89.465,51.669,45.803,61.716,76.084,86.531,0.854,52.736,-179.467,175.559,107.458,149.980,187.473,214.703,-85.814,42.288,-223.841,102.957,105.112,139.276,171.635,196.820,173.384,24.596,110.179,236.060,25.269,50.432,66.233,76.492,-10.111,74.997,-218.127,203.346,183.273,226.232,251.648,271.122,14.513,76.510,-173.017,224.297,185.157,228.712,254.228,273.205,-12.783,104.634,-222.640,191.249,235.567,276.297,294.020,305.315,-326.166,61.527,-477.775,-139.672,98.526,138.563,171.613,197.594,2017-11-01 17:10:00,"[8, 9)"
12983,201711011720,8.360,260.190,24.910,262.110,-1.910,372.060,8.410,-1925.420,291.055,-2705.480,-1146.260,301.343,594.424,791.087,922.598,1020.250,186.120,524.272,1640.620,250.812,404.051,538.670,637.473,-9.101,18.061,-82.222,50.487,41.877,55.118,68.021,78.242,-13.933,42.341,-154.883,161.913,94.600,128.787,161.912,187.626,-89.490,40.542,-223.285,61.770,96.100,126.305,154.028,175.060,169.928,30.949,113.524,255.918,26.269,53.053,70.397,82.130,-9.391,74.287,-214.549,185.988,179.258,223.273,249.398,268.789,14.918,75.177,-193.378,223.060,180.538,225.799,253.455,274.285,-10.563,106.647,-224.296,186.709,236.841,276.621,293.209,303.492,-319.669,52.659,-475.016,-162.424,92.070,135.829,169.416,192.967,2017-11-01 17:20:00,"[8, 9)"
12986,201711011750,8.940,260.040,25.900,256.630,-1.960,434.070,9.460,-2269.010,278.277,-2947.110,-1457.860,330.744,618.620,804.057,924.917,925.317,145.610,438.208,1338.880,252.781,375.961,475.280,545.902,-25.425,18.911,-90.722,43.363,47.138,60.273,72.317,81.632,5.844,45.889,-187.132,156.264,106.141,140.298,173.968,200.541,-83.991,44.679,-235.952,94.490,113.630,147.645,178.862,203.443,188.222,36.210,104.885,280.636,33.068,68.896,91.036,105.511,-10.298,71.995,-194.645,217.847,180.496,221.996,247.061,266.814,15.996,74.064,-195.404,219.436,184.901,226.499,251.325,270.805,-18.180,104.085,-227.625,191.385,239.913,280.110,298.238,310.408,-357.090,49.332,-505.334,-188.463,103.450,146.708,177.503,199.059,2017-11-01 17:50:00,"[8, 9)"
12987,201711011800,9.740,260.580,25.940,256.630,-1.620,513.900,9.840,-2410.920,331.277,-3487.140,-1322.520,448.266,839.810,1102.340,1281.260,1008.020,185.427,513.231,1597.590,284.241,424.961,542.032,629.113,-30.066,24.340,-125.676,62.337,54.120,72.525,91.116,106.403,6.492,53.888,-172.589,219.582,122.551,164.818,202.153,230.934,-81.917,52.726,-269.682,177.689,128.513,176.105,223.774,260.993,218.668,53.623,125.602,372.125,38.855,86.700,120.334,143.173,-10.765,76.270,-287.531,244.736,195.689,248.679,286.309,317.856,15.097,78.320,-212.523,294.200,198.304,250.868,286.447,315.222,-25.291,104.161,-238.027,177.305,241.042,280.812,297.963,308.680,-375.829,56.991,-620.650,-195.118,118.034,170.828,215.551,250.110,2017-11-01 18:00:00,"[9, 10)"
13031,201711020120,7.840,264.820,23.750,265.370,-1.870,292.290,7.970,-1597.280,326.185,-2395.720,-814.002,275.942,580.871,795.698,937.469,1002.160,238.325,488.877,1730.300,231.174,432.763,593.916,704.569,-2.815,16.929,-62.884,68.866,37.898,50.146,63.829,75.053,2.186,38.122,-146.769,131.494,84.620,112.613,139.164,160.253,-88.644,37.990,-206.388,70.035,86.147,114.532,141.197,162.290,143.334,29.682,87.346,224.955,21.599,47.491,65.562,77.924,-9.463,71.324,-197.152,188.124,166.856,208.168,232.062,249.906,13.512,72.535,-174.183,208.518,169.776,211.670,235.463,252.880,0.758,104.053,-202.151,179.447,222.800,261.667,277.326,286.567,-275.981,59.317,-454.512,-118.834,82.915,129.595,169.848,198.866,2017-11-02 01:20:00,"[7, 8)"
