,rname,Wsp_44m,Wdir_41m,ROT,yaw,pa,po,wsn,MyTB_mean,MyTB_stdev,MyTB_min,MyTB_max,MyTB_DEL3,MyTB_DEL6,MyTB_DEL9,MyTB_DEL12,MxTB_mean,MxTB_stdev,MxTB_min,MxTB_max,MxTB_DEL3,MxTB_DEL6,MxTB_DEL9,MxTB_DEL12,MzTT_mean,MzTT_stdev,MzTT_min,MzTT_max,MzTT_DEL3,MzTT_DEL6,MzTT_DEL9,MzTT_DEL12,Myaw_mean,Myaw_stdev,Myaw_min,Myaw_max,Myaw_DEL3,Myaw_DEL6,Myaw_DEL9,Myaw_DEL12,Mtilt_mean,Mtilt_stdev,Mtilt_min,Mtilt_max,Mtilt_DEL3,Mtilt_DEL6,Mtilt_DEL9,Mtilt_DEL12,MzR_mean,MzR_stdev,MzR_min,MzR_max,MzR_DEL3,MzR_DEL6,MzR_DEL9,MzR_DEL12,MyR_mean,MyR_stdev,MyR_min,MyR_max,MyR_DEL3,MyR_DEL6,MyR_DEL9,MyR_DEL12,MxR_mean,MxR_stdev,MxR_min,MxR_max,MxR_DEL3,MxR_DEL6,MxR_DEL9,MxR_DEL12,MyA1_mean,MyA1_stdev,MyA1_min,MyA1_max,MyA1_DEL3,MyA1_DEL6,MyA1_DEL9,MyA1_DEL12,MxA1_mean,MxA1_stdev,MxA1_min,MxA1_max,MxA1_DEL3,MxA1_DEL6,MxA1_DEL9,MxA1_DEL12,datetime,ws_bin
1851,201702241810,7.260,288.490,21.360,287.690,-1.600,235.470,6.850,-843.022,126.355,-1282.830,-503.838,174.300,300.127,394.804,459.802,1380.950,159.636,957.479,1967.540,216.059,378.556,503.457,589.896,49.544,12.025,7.969,100.624,32.554,40.935,49.863,57.021,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,125.215,12.791,84.930,175.325,18.242,34.195,45.141,52.744,-10.677,75.657,-189.919,180.123,185.608,217.647,236.127,250.621,9.014,76.363,-176.609,189.162,187.237,219.169,237.064,250.646,-50.987,102.373,-225.821,119.885,234.090,262.858,273.850,280.039,-243.877,36.721,-380.050,-150.268,67.242,97.645,122.906,140.939,2017-02-24 18:10:00,"[7, 8)"
1852,201702241820,7.230,291.610,21.800,287.690,-1.620,238.350,7.090,-859.060,148.690,-1353.310,-527.976,174.525,313.429,414.802,484.029,1409.300,192.618,888.443,1992.310,235.555,414.480,548.196,641.785,46.617,12.679,-0.753,89.918,32.140,40.181,48.363,54.926,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,124.375,17.344,76.564,177.519,21.021,39.714,51.401,59.416,-11.021,75.458,-164.777,157.173,186.583,216.592,232.034,242.771,9.856,76.540,-161.909,187.053,187.501,217.705,233.747,245.601,-50.906,101.076,-220.943,122.840,232.618,260.372,270.992,276.994,-251.455,44.124,-416.412,-129.037,70.962,109.989,144.341,168.607,2017-02-24 18:20:00,"[7, 8)"
1853,201702241830,7.720,291.850,22.460,287.690,-1.760,282.180,7.430,-973.719,153.769,-1444.760,-583.734,203.703,331.626,428.937,500.224,1560.850,204.165,1016.510,2182.490,262.229,451.827,588.141,684.438,49.520,11.194,8.643,87.841,32.554,39.463,46.211,51.479,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,140.554,16.913,90.068,187.316,20.042,38.585,50.680,58.663,-11.639,78.628,-200.308,165.268,196.528,227.391,244.638,257.592,10.328,79.820,-175.943,210.380,197.077,228.162,246.292,260.666,-57.387,101.846,-228.028,112.747,236.351,263.045,273.128,278.773,-281.158,41.908,-431.460,-153.371,67.181,107.076,141.046,164.740,2017-02-24 18:30:00,"[7, 8)"
1854,201702241840,7.460,291.790,21.930,287.690,-1.730,263.300,7.190,-912.379,143.133,-1308.300,-541.280,185.579,303.743,391.505,452.780,1481.390,186.468,961.917,2061.760,236.279,417.951,548.730,640.135,47.604,12.816,-4.920,104.260,33.205,43.680,54.796,63.578,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,134.650,18.312,91.680,187.865,19.207,36.340,48.275,56.414,-11.171,78.682,-197.550,193.327,193.849,226.746,246.400,262.668,9.656,79.820,-191.854,203.990,195.440,228.379,247.810,263.600,-54.120,101.027,-230.936,116.805,232.993,260.520,271.095,277.132,-265.384,39.549,-395.281,-153.876,67.858,101.012,127.782,146.209,2017-02-24 18:40:00,"[7, 8)"
1855,201702241850,7.030,291.020,21.360,287.690,-1.560,215.880,6.800,-797.121,135.952,-1160.280,-381.173,168.912,277.280,374.712,446.152,1312.650,184.188,778.026,1765.690,205.533,348.804,473.210,564.713,49.672,9.767,12.317,86.348,29.490,35.530,41.579,46.628,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,116.392,20.519,58.104,167.368,17.234,36.741,51.915,62.380,-10.834,75.690,-167.228,150.028,183.777,210.582,223.720,233.003,9.139,76.563,-164.151,169.838,184.059,211.091,224.452,233.999,-45.893,101.977,-215.763,124.341,231.553,259.642,270.088,275.766,-235.556,37.194,-343.782,-121.949,56.328,84.702,110.646,129.510,2017-02-24 18:50:00,"[7, 8)"
1856,201702241900,6.370,284.470,20.450,286.400,-1.160,160.130,6.100,-663.831,97.459,-997.011,-449.206,136.959,218.366,278.971,321.986,1059.210,127.306,709.092,1474.790,185.665,304.584,391.398,452.168,49.493,10.021,15.834,86.465,25.904,32.381,38.675,43.691,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,93.660,13.112,62.998,131.616,15.101,28.783,37.537,43.275,-9.487,72.541,-166.300,140.583,173.188,200.842,214.560,224.220,8.736,72.689,-150.577,160.561,173.276,200.611,214.252,224.081,-34.697,102.524,-203.516,129.491,228.812,258.348,269.305,275.199,-192.054,25.275,-279.594,-118.596,53.066,71.548,86.105,97.116,2017-02-24 19:00:00,"[6, 7)"
1857,201702241910,6.870,278.730,21.060,280.940,-1.400,195.710,6.610,-893.934,126.719,-1371.210,-608.379,164.582,290.492,390.645,459.391,1114.960,142.737,676.896,1619.670,191.716,341.139,461.060,545.341,42.896,10.722,1.180,81.767,30.502,37.500,44.030,49.353,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,108.302,15.451,62.040,150.362,17.714,34.079,44.826,52.114,-10.277,71.125,-181.241,146.742,174.855,202.826,217.615,228.775,9.195,71.595,-143.351,159.928,172.690,199.197,212.186,221.229,-41.059,102.284,-210.981,124.858,231.431,260.179,270.921,276.781,-221.022,33.292,-345.802,-124.003,60.508,86.319,111.092,130.140,2017-02-24 19:10:00,"[6, 7)"
1858,201702241920,6.410,276.310,20.820,274.720,-1.110,156.790,6.190,-863.967,158.242,-1377.140,-505.980,198.488,356.156,467.636,541.032,876.069,129.156,551.103,1270.360,179.825,294.564,381.777,440.752,35.071,10.704,0.037,72.668,30.964,36.462,41.562,45.800,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,90.770,14.505,52.277,143.004,16.140,32.824,44.476,52.501,-9.662,66.270,-162.624,153.857,164.418,191.560,206.163,217.356,9.443,66.673,-134.296,180.524,163.980,191.079,205.556,216.382,-33.046,102.780,-204.560,132.049,231.405,260.553,271.395,277.259,-194.128,36.108,-313.064,-96.338,64.790,91.563,116.451,134.396,2017-02-24 19:20:00,"[6, 7)"
1860,201702242010,6.460,263.400,20.000,258.780,-1.790,162.970,6.630,-1118.380,206.851,-2691.980,742.556,447.744,1145.910,1633.650,1962.010,582.608,82.269,-67.544,943.136,188.230,349.657,487.178,580.933,-0.099,11.160,-46.789,32.979,29.462,35.491,41.996,47.734,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,96.622,12.696,8.271,132.174,20.378,44.722,62.099,73.453,-10.206,75.098,-167.887,156.701,178.871,206.439,219.368,228.319,7.198,75.923,-150.988,163.126,179.203,207.154,220.407,229.551,-37.316,101.529,-199.950,146.610,227.295,257.777,269.270,275.602,-198.733,36.368,-347.096,21.081,64.223,129.693,180.103,213.647,2017-02-24 20:10:00,"[6, 7)"
1861,201702242020,6.030,268.900,18.860,262.420,-1.700,140.880,6.190,-974.819,152.446,-1667.880,-314.582,248.311,496.738,672.620,790.348,617.311,75.421,204.991,873.687,169.354,264.901,347.798,405.675,6.975,9.668,-26.504,45.244,29.376,35.237,40.593,45.084,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,87.964,14.931,13.893,126.421,22.583,43.577,57.369,66.605,-9.706,71.001,-167.210,161.861,168.054,196.681,211.584,223.044,6.448,71.890,-143.099,164.615,168.823,197.371,211.582,221.695,-33.431,101.847,-195.962,136.262,227.117,258.680,270.506,276.917,-180.565,32.746,-300.370,-91.331,57.721,87.190,111.414,128.149,2017-02-24 20:20:00,"[6, 7)"
1862,201702242030,5.840,274.960,19.280,268.050,-1.710,132.380,6.390,-860.399,180.727,-1474.940,229.846,313.884,629.090,853.299,1001.420,694.414,132.371,0.461,1090.190,217.536,408.295,556.751,654.971,20.475,13.221,-45.660,62.129,31.915,42.219,53.616,62.657,1.338,19.856,-74.476,81.721,48.794,66.495,81.463,93.074,-105.597,19.522,-172.383,-18.753,47.652,65.102,79.734,91.139,83.652,17.744,-3.681,137.824,27.529,53.856,71.653,83.670,-9.543,70.856,-162.583,145.232,169.841,200.787,216.273,226.803,6.566,71.443,-159.447,176.134,172.018,203.734,220.240,232.167,-31.110,102.244,-202.721,154.502,226.636,258.682,270.880,277.673,-172.902,38.825,-339.036,23.574,72.590,129.946,177.294,209.873,2017-02-24 20:30:00,"[5, 6)"
1863,201702242040,6.350,281.180,20.060,274.830,-1.690,156.490,6.670,-867.679,191.917,-1759.130,965.767,401.311,938.607,1314.090,1566.220,885.768,132.062,-568.340,1386.250,311.399,687.192,954.472,1132.490,34.856,13.032,-12.941,86.374,34.818,43.513,51.839,58.766,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,93.386,17.571,15.465,131.480,22.012,43.639,58.162,67.991,-10.122,71.301,-171.193,177.847,174.195,207.001,226.497,241.791,7.280,72.109,-176.522,210.032,175.309,208.492,229.301,247.163,-34.855,102.451,-206.121,142.801,229.854,260.727,272.470,279.008,-193.950,37.557,-327.835,83.832,76.315,143.116,198.455,236.569,2017-02-24 20:40:00,"[6, 7)"
1864,201702242050,6.640,287.420,20.290,280.400,-1.760,179.120,6.790,-842.762,188.334,-1940.700,925.263,383.168,962.174,1367.110,1639.150,1065.410,228.906,-651.000,1814.810,360.003,844.964,1188.750,1418.180,43.312,13.532,-6.789,93.889,34.166,42.776,51.714,59.181,0.732,25.444,-92.590,99.003,60.000,81.155,99.598,113.946,-103.798,24.386,-189.409,0.116,59.096,80.179,98.409,112.606,103.433,20.804,-23.877,167.325,27.314,64.048,90.928,109.210,-10.182,76.863,-179.481,178.488,187.171,222.763,242.300,256.406,7.240,77.867,-168.012,180.674,188.505,222.537,240.113,252.233,-38.683,102.060,-218.587,158.590,230.397,261.173,273.238,280.360,-210.756,47.345,-398.400,74.973,81.961,163.433,227.739,271.691,2017-02-24 20:50:00,"[6, 7)"
1865,201702242100,8.020,287.830,23.030,283.540,-1.820,314.360,7.720,-1185.150,222.322,-1936.200,-522.140,300.837,556.658,732.324,851.495,1587.360,247.401,891.539,2307.980,327.019,579.545,753.963,871.098,45.172,14.797,-15.991,101.131,37.077,48.938,61.625,71.079,1.482,36.429,-136.776,139.439,83.438,113.511,141.452,162.986,-103.163,35.071,-228.113,44.406,85.301,114.582,141.209,161.871,150.832,20.814,64.293,212.164,24.513,50.409,70.475,84.481,-11.659,77.699,-228.157,175.772,197.686,229.614,249.828,267.094,11.200,79.066,-168.087,227.617,198.382,229.206,247.863,263.406,-57.654,101.754,-241.960,115.506,239.946,266.594,277.160,283.453,-306.911,53.188,-462.183,-148.637,81.019,126.203,163.305,189.143,2017-02-24 21:00:00,"[8, 9)"
1866,201702242120,8.950,287.180,24.910,283.540,-1.900,442.110,8.480,-1493.020,203.398,-2058.450,-771.754,280.275,491.564,643.701,749.698,1957.010,235.594,1204.730,2560.810,315.821,538.386,695.800,802.776,43.201,16.123,-21.572,98.069,45.112,55.540,66.175,74.480,1.482,36.429,-136.776,139.439,83.438,113.511,141.452,162.986,-103.163,35.071,-228.113,44.406,85.301,114.582,141.209,161.871,190.070,24.940,108.494,252.166,26.812,51.989,69.786,82.541,-13.141,78.458,-235.715,179.676,207.354,239.140,258.634,274.512,13.970,79.908,-169.691,216.881,210.294,241.655,260.325,274.855,-73.264,102.498,-268.223,113.067,256.193,281.463,291.878,298.395,-379.932,49.069,-511.324,-190.200,90.717,131.894,168.378,194.246,2017-02-24 21:20:00,"[8, 9)"
1867,201702242130,8.510,287.970,24.320,283.540,-1.890,382.880,8.230,-1356.760,214.303,-1874.930,-753.946,244.541,431.518,568.130,660.580,1807.670,253.246,1132.910,2567.810,295.824,531.157,712.460,837.219,41.779,14.565,-13.874,89.930,42.203,50.549,58.799,65.371,1.482,36.429,-136.776,139.439,83.438,113.511,141.452,162.986,-103.163,35.071,-228.113,44.406,85.301,114.582,141.209,161.871,170.759,26.029,91.212,250.567,26.936,56.346,77.336,91.762,-12.469,74.270,-200.869,163.226,194.917,224.195,241.279,254.333,13.100,75.754,-172.080,194.763,196.850,225.901,242.649,255.576,-66.037,101.923,-264.983,114.438,251.729,277.521,288.069,294.664,-350.791,52.644,-519.799,-195.001,85.776,126.997,164.469,191.788,2017-02-24 21:30:00,"[8, 9)"
1868,201702242140,8.130,285.580,22.980,283.540,-1.790,341.150,7.650,-1215.350,240.965,-2050.470,-693.904,259.249,505.236,683.713,803.955,1635.500,277.659,987.096,2608.060,314.560,600.223,811.914,955.201,48.221,14.902,-21.520,108.010,43.174,54.747,66.874,76.585,1.482,36.429,-136.776,139.439,83.438,113.511,141.452,162.986,-103.163,35.071,-228.113,44.406,85.301,114.582,141.209,161.871,161.737,26.988,107.320,281.040,28.334,62.878,86.389,102.012,-11.718,79.421,-206.616,190.741,205.692,239.620,259.260,274.243,10.660,80.481,-176.209,217.746,206.447,239.780,258.675,272.790,-60.644,103.722,-266.270,116.355,246.854,274.936,286.646,294.165,-315.846,59.250,-518.878,-167.803,90.563,141.380,182.618,211.321,2017-02-24 21:40:00,"[8, 9)"
1869,201702242150,7.960,281.850,22.970,281.790,-1.810,323.750,7.570,-1242.380,199.381,-1891.090,-787.091,226.708,415.520,553.525,648.685,1556.520,184.745,1013.000,2117.270,258.490,435.734,560.678,647.886,43.840,14.433,-15.367,90.773,37.449,47.071,57.337,65.340,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,155.288,19.902,92.049,224.411,24.164,48.342,64.804,76.362,-11.708,70.217,-189.118,158.562,181.072,209.280,225.230,237.660,10.891,71.149,-160.053,171.067,181.160,208.457,223.100,233.944,-58.515,103.460,-243.212,116.972,244.311,271.371,281.953,288.179,-309.387,42.667,-440.525,-191.388,81.817,115.677,142.312,160.877,2017-02-24 21:50:00,"[7, 8)"
1870,201702242200,7.370,275.720,21.730,277.420,-1.640,264.460,7.040,-1163.110,193.351,-1900.910,-544.342,249.152,470.551,650.106,776.495,1260.090,189.727,696.709,1990.650,263.353,460.428,624.227,741.923,37.387,14.321,-26.439,87.568,38.982,48.139,58.517,67.260,1.513,31.490,-117.039,121.780,72.996,99.338,123.016,141.307,-102.732,30.443,-210.770,25.112,73.602,99.335,122.271,140.091,136.551,24.180,65.353,203.933,24.719,49.351,67.194,79.772,-10.649,68.184,-207.831,166.699,175.430,208.434,228.818,245.434,9.387,68.878,-160.874,202.882,176.179,208.597,228.353,244.029,-49.748,103.523,-235.688,127.931,238.794,267.715,279.074,285.764,-266.325,45.225,-508.648,-134.238,85.893,136.647,184.403,218.150,2017-02-24 22:00:00,"[7, 8)"
